570,yxjeqyBB,ttVqQknl,18,Karapakkam,12.9134975639419,80.2290407840205,MTC,UP,7:11 AM
570,yxjeqyBB,ryJVAbFB,19,TCS Karapakkam,12.9198073548931,80.2299346535475,MTC,UP,7:13 AM
570,yxjeqyBB,vnfcOAch,20,Okkiyampet,12.9257739117215,80.2306817036181,MTC,UP,7:16 AM
570,yxjeqyBB,pjRBTtLk,21,PTC Quarters,12.9329839571655,80.232268456854,MTC,UP,7:19 AM
570,yxjeqyBB,ZKEtlMvK,22,Mettukuppam,12.9391030734907,80.2352024477282,MTC,UP,7:21 AM
570,yxjeqyBB,kohCEyKT,23,D B Jain College,12.9466100989436,80.2395089526666,MTC,UP,7:25 AM
570,yxjeqyBB,FaHpkwNs,24,Seevaram,12.9510403253947,80.2412314318983,MTC,UP,7:27 AM
570,yxjeqyBB,DpeufCiu,25,Perungudi,12.9588335581102,80.2442540163613,MTC,UP,7:30 AM
570,yxjeqyBB,SGVPbDEb,26,Kandanchavadi,12.9669348690664,80.2478273636378,MTC,UP,7:33 AM
570,yxjeqyBB,MtINPaKl,27,I G P,12.9743000938699,80.2503684124754,MTC,UP,7:36 AM
570,yxjeqyBB,mNGfniSu,28,S R P Tools,12.9802078469821,80.251171253355,MTC,UP,7:38 AM
570,yxjeqyBB,FrOiWYSP,29,Tharamani Or IRTC Junction,12.9812248285943,80.2427127764461,MTC,UP,7:42 AM
570,yxjeqyBB,PWitnUnB,30,Baby Nagar,12.9803020051575,80.2286266544888,MTC,UP,7:47 AM
570,yxjeqyBB,FUctipSE,31,Tansi Nagar,12.9782938850414,80.2253186228774,MTC,UP,7:49 AM
570,yxjeqyBB,ZLkqgjFx,32,Velachery,12.9759664727831,80.2210851326889,MTC,UP,7:50 AM
570,yxjeqyBB,YhQOzAWJ,33,Dhandeeswaran Nagar,12.9854660289947,80.223205300886,MTC,UP,7:51 AM
570,yxjeqyBB,elmHqfIN,34,Gandhi Road,12.987735730555,80.2230218308446,MTC,UP,7:53 AM
570,yxjeqyBB,jTofnsvB,35,Guru Nanak College,12.9906225314037,80.2201771094346,MTC,UP,7:55 AM
570,yxjeqyBB,gLCWwgiT,36,Vellacherry Check Post,12.9971583965691,80.216389757531,MTC,UP,7:58 AM
570,yxjeqyBB,QqOCsOqs,37,Maduvankarai,13.0036636811562,80.2117336926829,MTC,UP,8:03 AM
570,yxjeqyBB,NnWpamLT,38,Guindy M K N Salai,13.0072364234155,80.2097188312896,MTC,UP,8:07 AM
570,yxjeqyBB,GYfZYaJh,39,CIPET,13.0147061358628,80.2044402680028,MTC,UP,8:10 AM
570,yxjeqyBB,JKFFGKvY,40,Kalaimagal Nagar,13.0242890410787,80.2066530139332,MTC,UP,8:14 AM
570,yxjeqyBB,zgCGmKZn,41,Kasi Theatre,13.0292585609518,80.2086810599278,MTC,UP,8:16 AM
570,yxjeqyBB,aYSqaQmJ,42,K.K Nagar Telephone Exchange Jaffarkhanpet,13.0316413640145,80.2093078470252,MTC,UP,8:17 AM
570,yxjeqyBB,CsDsDrdU,43,Vadapalani,13.0470107291827,80.2120907575621,MTC,UP,8:21 AM
570,yxjeqyBB,hEiWbVAe,44,Vadapalani Kovil,13.0497874359755,80.2119004732197,MTC,UP,8:23 AM
570,yxjeqyBB,dbPZeeiE,45,Thirunagar,13.0574129672542,80.211295896172,MTC,UP,8:27 AM
570,yxjeqyBB,LKVeVUNI,46,MMDA Colony Road Junction,13.0650760314628,80.2108830968864,MTC,UP,8:30 AM
570,yxjeqyBB,BpAiVnps,47,CMBT Bus Depot,13.0689796482551,80.2051879834801,MTC,UP,8:33 AM
